antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
"frozenset({'save_act_ YES', 'pep_NO'})",frozenset({'current_act_ YES'}),0.39166666666666666,0.7583333333333333,0.29833333333333334,0.7617021276595745,1.004442366144494,0.0013194444444444842,1.0141369047619049
"frozenset({'save_act_ YES', 'income(24386.173, 43758.137)'})",frozenset({'current_act_ YES'}),0.27166666666666667,0.7583333333333333,0.20666666666666667,0.7607361963190183,1.0031686105305737,0.0006527777777777799,1.010042735042735
"frozenset({'income(4956.094, 24386.173)', 'mortgage_NO'})",frozenset({'current_act_ YES'}),0.31333333333333335,0.7583333333333333,0.23833333333333334,0.7606382978723404,1.0030395136778116,0.0007222222222222352,1.0096296296296297
"frozenset({'pep_NO', 'children(0_1)'})",frozenset({'save_act_ YES'}),0.32,0.69,0.24333333333333335,0.7604166666666667,1.1020531400966185,0.02253333333333335,1.2939130434782615
"frozenset({'pep_YES', 'children(0_1)'})",frozenset({'current_act_ YES'}),0.3433333333333333,0.7583333333333333,0.26,0.7572815533980582,0.9986130374479889,-0.00036111111111108984,0.9956666666666668
"frozenset({'mortgage_NO', 'pep_NO'})",frozenset({'current_act_ YES'}),0.34833333333333333,0.7583333333333333,0.2633333333333333,0.7559808612440191,0.9968978390031021,-0.0008194444444444282,0.9903594771241829
"frozenset({'mortgage_NO', 'pep_NO', 'Married_YES'})",frozenset({'current_act_ YES'}),0.285,0.7583333333333333,0.215,0.7543859649122807,0.9947946790052054,-0.0011249999999999871,0.9839285714285716
"frozenset({'income(4956.094, 24386.173)'})",frozenset({'current_act_ YES'}),0.475,0.7583333333333333,0.35833333333333334,0.7543859649122807,0.9947946790052054,-0.00187499999999996,0.9839285714285716
"frozenset({'age(17.951, 34.333)'})",frozenset({'current_act_ YES'}),0.31833333333333336,0.7583333333333333,0.24,0.7539267015706805,0.994189057016282,-0.0014027777777778083,0.98209219858156
frozenset({'children(0_1)'}),frozenset({'current_act_ YES'}),0.6633333333333333,0.7583333333333333,0.5,0.7537688442211056,0.993980893478381,-0.0030277777777777404,0.981462585034014
"frozenset({'income(24386.173, 43758.137)'})",frozenset({'current_act_ YES'}),0.39166666666666666,0.7583333333333333,0.295,0.7531914893617021,0.9932195464110358,-0.0020138888888888706,0.9791666666666667
"frozenset({'Car_NO', 'income(4956.094, 24386.173)'})",frozenset({'current_act_ YES'}),0.27,0.7583333333333333,0.20333333333333334,0.7530864197530864,0.9930809930809932,-0.0014166666666666772,0.9787500000000001
"frozenset({'pep_NO', 'FEMALE'})",frozenset({'current_act_ YES'}),0.2833333333333333,0.7583333333333333,0.21333333333333335,0.7529411764705883,0.9928894634776989,-0.001527777777777739,0.9781746031746037
frozenset({'pep_YES'}),frozenset({'children(0_1)'}),0.45666666666666667,0.6633333333333333,0.3433333333333333,0.7518248175182481,1.133404247514947,0.04041111111111112,1.3565686274509803
"frozenset({'pep_NO', 'children(0_1)'})",frozenset({'current_act_ YES'}),0.32,0.7583333333333333,0.24,0.75,0.989010989010989,-0.0026666666666666783,0.9666666666666668
frozenset({'MALE'}),frozenset({'current_act_ YES'}),0.5,0.7583333333333333,0.375,0.75,0.989010989010989,-0.004166666666666652,0.9666666666666668
"frozenset({'income(4956.094, 24386.173)', 'pep_NO'})",frozenset({'current_act_ YES'}),0.29333333333333333,0.7583333333333333,0.22,0.75,0.989010989010989,-0.0024444444444444435,0.9666666666666668
"frozenset({'Car_NO', 'pep_NO'})",frozenset({'Married_YES'}),0.28,0.66,0.21,0.7499999999999999,1.1363636363636362,0.025199999999999972,1.3599999999999992
"frozenset({'Married_YES', 'FEMALE'})",frozenset({'current_act_ YES'}),0.325,0.7583333333333333,0.24333333333333335,0.7487179487179487,0.9873203719357566,-0.003124999999999989,0.9617346938775512
"frozenset({'income(4956.094, 24386.173)', 'children(0_1)'})",frozenset({'current_act_ YES'}),0.31833333333333336,0.7583333333333333,0.23833333333333334,0.7486910994764397,0.9872849663425579,-0.003069444444444458,0.9616319444444444
frozenset({'pep_NO'}),frozenset({'current_act_ YES'}),0.5433333333333333,0.7583333333333333,0.4066666666666667,0.7484662576687117,0.9869884716510484,-0.005361111111111094,0.9607723577235774
"frozenset({'Car_NO', 'Married_YES'})",frozenset({'current_act_ YES'}),0.33666666666666667,0.7583333333333333,0.25166666666666665,0.7475247524752475,0.9857469263409858,-0.0036388888888889137,0.9571895424836603
"frozenset({'INNER_CITY', 'children(0_1)'})",frozenset({'current_act_ YES'}),0.31,0.7583333333333333,0.23166666666666666,0.7473118279569892,0.9854661467564694,-0.003416666666666651,0.9563829787234044
"frozenset({'pep_NO', 'FEMALE'})",frozenset({'Married_YES'}),0.2833333333333333,0.66,0.21166666666666667,0.7470588235294118,1.1319073083778965,0.02466666666666667,1.3441860465116278
"frozenset({'save_act_ YES', 'pep_NO'})",frozenset({'Married_YES'}),0.39166666666666666,0.66,0.2916666666666667,0.7446808510638299,1.1283043197936815,0.03316666666666668,1.331666666666667
"frozenset({'Car_NO', 'pep_NO'})",frozenset({'current_act_ YES'}),0.28,0.7583333333333333,0.20833333333333334,0.744047619047619,0.9811616954474096,-0.0040000000000000036,0.9441860465116277
"frozenset({'save_act_ YES', 'Married_YES'})",frozenset({'current_act_ YES'}),0.46166666666666667,0.7583333333333333,0.3433333333333333,0.7436823104693141,0.980679969849645,-0.006763888888888903,0.9428403755868546
frozenset({'Car_YES'}),frozenset({'current_act_ YES'}),0.49333333333333335,0.7583333333333333,0.36666666666666664,0.7432432432432432,0.9801009801009801,-0.007444444444444476,0.9412280701754385
"frozenset({'save_act_ YES', 'pep_NO', 'Married_YES'})",frozenset({'current_act_ YES'}),0.2916666666666667,0.7583333333333333,0.21666666666666667,0.7428571428571429,0.979591836734694,-0.004513888888888901,0.939814814814815
frozenset({'pep_NO'}),frozenset({'Married_YES'}),0.5433333333333333,0.66,0.4033333333333333,0.7423312883435582,1.1247443762781184,0.04473333333333329,1.319523809523809
"frozenset({'Car_YES', 'Married_YES'})",frozenset({'save_act_ YES'}),0.3233333333333333,0.69,0.24,0.7422680412371134,1.0757507844016136,0.016900000000000026,1.2028000000000003
frozenset({'Married_YES'}),frozenset({'current_act_ YES'}),0.66,0.7583333333333333,0.48833333333333334,0.7398989898989898,0.9756909756909756,-0.012166666666666714,0.9291262135922329
frozenset({'TOWN'}),frozenset({'current_act_ YES'}),0.28833333333333333,0.7583333333333333,0.21333333333333335,0.7398843930635839,0.9756717271168139,-0.005319444444444432,0.9290740740740745
frozenset({'TOWN'}),frozenset({'save_act_ YES'}),0.28833333333333333,0.69,0.21333333333333335,0.7398843930635839,1.072296221831281,0.014383333333333359,1.1917777777777783
"frozenset({'pep_YES', 'current_act_ YES'})",frozenset({'children(0_1)'}),0.3516666666666667,0.6633333333333333,0.26,0.7393364928909952,1.1145776274738621,0.026727777777777767,1.2915757575757574
"frozenset({'income(4956.094, 24386.173)', 'Married_YES'})",frozenset({'current_act_ YES'}),0.325,0.7583333333333333,0.24,0.7384615384615384,0.9737954353338968,-0.006458333333333344,0.9240196078431371
"frozenset({'age(50.667, 67.0)'})",frozenset({'current_act_ YES'}),0.3566666666666667,0.7583333333333333,0.2633333333333333,0.7383177570093457,0.9736058334189174,-0.007138888888888917,0.9235119047619044
"frozenset({'Car_YES', 'children(0_1)'})",frozenset({'current_act_ YES'}),0.31833333333333336,0.7583333333333333,0.235,0.7382198952879581,0.9734767849951096,-0.006402777777777813,0.9231666666666666
"frozenset({'Car_YES', 'mortgage_NO'})",frozenset({'current_act_ YES'}),0.3233333333333333,0.7583333333333333,0.23833333333333334,0.7371134020618557,0.972017673048601,-0.006861111111111068,0.9192810457516343
frozenset({'mortgage_YES'}),frozenset({'current_act_ YES'}),0.34833333333333333,0.7583333333333333,0.25666666666666665,0.7368421052631579,0.97165991902834,-0.007486111111111082,0.9183333333333333
"frozenset({'Married_YES', 'children(0_1)'})",frozenset({'current_act_ YES'}),0.4483333333333333,0.7583333333333333,0.33,0.7360594795539034,0.9706278851260265,-0.009986111111111085,0.9156103286384979
"frozenset({'MALE', 'children(0_1)'})",frozenset({'current_act_ YES'}),0.3333333333333333,0.7583333333333333,0.245,0.735,0.9692307692307692,-0.007777777777777772,0.9119496855345912
"frozenset({'pep_NO', 'Married_YES', 'current_act_ YES'})",frozenset({'save_act_ YES'}),0.295,0.69,0.21666666666666667,0.7344632768361583,1.0644395316466064,0.013116666666666693,1.167446808510639
"frozenset({'save_act_ YES', 'Married_YES', 'children(0_1)'})",frozenset({'current_act_ YES'}),0.30666666666666664,0.7583333333333333,0.225,0.7336956521739131,0.9675107501194459,-0.00755555555555551,0.9074829931972792
"frozenset({'pep_NO', 'current_act_ YES'})",frozenset({'save_act_ YES'}),0.4066666666666667,0.69,0.29833333333333334,0.7336065573770492,1.0631979092421002,0.01773333333333338,1.1636923076923078
"frozenset({'Car_YES', 'Married_YES'})",frozenset({'current_act_ YES'}),0.3233333333333333,0.7583333333333333,0.23666666666666666,0.731958762886598,0.9652203466636458,-0.008527777777777745,0.9016025641025645
"frozenset({'pep_NO', 'Married_YES'})",frozenset({'current_act_ YES'}),0.4033333333333333,0.7583333333333333,0.295,0.731404958677686,0.9644900553991463,-0.0108611111111111,0.8997435897435899
"frozenset({'MALE', 'Married_YES'})",frozenset({'current_act_ YES'}),0.335,0.7583333333333333,0.245,0.7313432835820894,0.9644087256027554,-0.00904166666666667,0.8995370370370368
frozenset({'save_act_ NO'}),frozenset({'current_act_ YES'}),0.31,0.7583333333333333,0.22666666666666666,0.7311827956989247,0.9641970932293513,-0.008416666666666656,0.8990000000000001
"frozenset({'pep_NO', 'Married_YES', 'current_act_ YES'})",frozenset({'mortgage_NO'}),0.295,0.6516666666666666,0.215,0.728813559322034,1.1183839784992848,0.022758333333333353,1.284479166666667
"frozenset({'Car_YES', 'current_act_ YES'})",frozenset({'save_act_ YES'}),0.36666666666666664,0.69,0.26666666666666666,0.7272727272727273,1.0540184453227932,0.013666666666666716,1.136666666666667
"frozenset({'income(4956.094, 24386.173)', 'pep_NO'})",frozenset({'Married_YES'}),0.29333333333333333,0.66,0.21333333333333335,0.7272727272727273,1.1019283746556474,0.019733333333333325,1.2466666666666666
"frozenset({'Car_YES', 'mortgage_NO'})",frozenset({'save_act_ YES'}),0.3233333333333333,0.69,0.235,0.7268041237113402,1.05333930972658,0.011900000000000022,1.1347169811320756
"frozenset({'save_act_ YES', 'pep_NO', 'current_act_ YES'})",frozenset({'Married_YES'}),0.29833333333333334,0.66,0.21666666666666667,0.7262569832402235,1.100389368545793,0.019766666666666655,1.2420408163265306
"frozenset({'pep_NO', 'current_act_ YES'})",frozenset({'Married_YES'}),0.4066666666666667,0.66,0.295,0.7254098360655737,1.0991058122205661,0.026599999999999957,1.2382089552238804
"frozenset({'pep_NO', 'Married_YES'})",frozenset({'save_act_ YES'}),0.4033333333333333,0.69,0.2916666666666667,0.7231404958677686,1.0480297041561866,0.013366666666666693,1.1197014925373137
frozenset({'pep_NO'}),frozenset({'save_act_ YES'}),0.5433333333333333,0.69,0.39166666666666666,0.7208588957055214,1.044723037254379,0.016766666666666707,1.1105494505494504
frozenset({'mortgage_YES'}),frozenset({'children(0_1)'}),0.34833333333333333,0.6633333333333333,0.25,0.7177033492822966,1.0819648481642663,0.018938888888888894,1.1925988700564971
"frozenset({'pep_NO', 'FEMALE'})",frozenset({'save_act_ YES'}),0.2833333333333333,0.69,0.20333333333333334,0.7176470588235294,1.040068201193521,0.007833333333333359,1.0979166666666669
"frozenset({'save_act_ YES', 'pep_YES'})",frozenset({'mortgage_NO'}),0.29833333333333334,0.6516666666666666,0.21333333333333335,0.7150837988826816,1.097315292403092,0.01891944444444446,1.2225816993464056
"frozenset({'mortgage_NO', 'Married_YES', 'current_act_ YES'})",frozenset({'save_act_ YES'}),0.33166666666666667,0.69,0.23666666666666666,0.7135678391959799,1.034156288689826,0.007816666666666694,1.082280701754386
"frozenset({'age(50.667, 67.0)'})",frozenset({'children(0_1)'}),0.3566666666666667,0.6633333333333333,0.25333333333333335,0.7102803738317757,1.0707744329122246,0.01674444444444445,1.162043010752688
"frozenset({'mortgage_NO', 'MALE'})",frozenset({'save_act_ YES'}),0.31,0.69,0.22,0.7096774193548387,1.0285179990649838,0.006100000000000022,1.0677777777777782
"frozenset({'age(34.333, 50.667)'})","frozenset({'income(4956.094, 24386.173)', 'current_act_ YES'})",0.325,0.35833333333333334,0.23,0.7076923076923077,1.9749552772808587,0.11354166666666667,2.1951754385964914
"frozenset({'Married_YES', 'FEMALE'})",frozenset({'mortgage_NO'}),0.325,0.6516666666666666,0.23,0.7076923076923077,1.0859728506787332,0.018208333333333354,1.191666666666667
"frozenset({'income(4956.094, 24386.173)', 'mortgage_NO'})",frozenset({'Married_YES'}),0.31333333333333335,0.66,0.22166666666666668,0.7074468085106383,1.0718891038039975,0.014866666666666667,1.1621818181818182
"frozenset({'MALE', 'current_act_ YES'})",frozenset({'save_act_ YES'}),0.375,0.69,0.265,0.7066666666666667,1.0241545893719808,0.006250000000000033,1.056818181818182
"frozenset({'pep_NO', 'Married_YES'})",frozenset({'mortgage_NO'}),0.4033333333333333,0.6516666666666666,0.285,0.7066115702479339,1.0843144300479803,0.02216111111111113,1.1872769953051645
frozenset({'Car_YES'}),frozenset({'save_act_ YES'}),0.49333333333333335,0.69,0.34833333333333333,0.706081081081081,1.0233059146102625,0.007933333333333348,1.0547126436781609
"frozenset({'mortgage_NO', 'Married_YES'})",frozenset({'save_act_ YES'}),0.435,0.69,0.30666666666666664,0.7049808429118773,1.0217113665389528,0.006516666666666671,1.0507792207792208
"frozenset({'mortgage_NO', 'current_act_ YES'})",frozenset({'save_act_ YES'}),0.5016666666666667,0.69,0.35333333333333333,0.7043189368770764,1.0207520824305456,0.007183333333333319,1.0484269662921348
"frozenset({'mortgage_NO', 'pep_YES'})",frozenset({'save_act_ YES'}),0.30333333333333334,0.69,0.21333333333333335,0.7032967032967034,1.019270584487976,0.004033333333333361,1.044814814814815
"frozenset({'mortgage_NO', 'pep_YES'})",frozenset({'children(0_1)'}),0.30333333333333334,0.6633333333333333,0.21333333333333335,0.7032967032967034,1.0602462863769397,0.012122222222222229,1.1346913580246916
"frozenset({'Married_YES', 'current_act_ YES'})",frozenset({'save_act_ YES'}),0.48833333333333334,0.69,0.3433333333333333,0.7030716723549488,1.0189444526883318,0.006383333333333352,1.0440229885057475
"frozenset({'Married_YES', 'FEMALE'})",frozenset({'save_act_ YES'}),0.325,0.69,0.22833333333333333,0.7025641025641025,1.0182088442958008,0.0040833333333333555,1.0422413793103449
"frozenset({'Married_YES', 'INNER_CITY'})",frozenset({'children(0_1)'}),0.2966666666666667,0.6633333333333333,0.20833333333333334,0.7022471910112359,1.0586641070521143,0.01154444444444444,1.1306918238993708
"frozenset({'mortgage_NO', 'pep_NO', 'Married_YES'})",frozenset({'save_act_ YES'}),0.285,0.69,0.2,0.7017543859649124,1.017035341978134,0.0033500000000000474,1.0394117647058827
"frozenset({'Car_YES', 'children(0_1)'})",frozenset({'save_act_ YES'}),0.31833333333333336,0.69,0.22333333333333333,0.7015706806282722,1.0167691023598149,0.0036833333333333163,1.0387719298245615
frozenset({'current_act_ YES'}),frozenset({'save_act_ YES'}),0.7583333333333333,0.69,0.5316666666666666,0.701098901098901,1.0160853639114509,0.008416666666666628,1.0371323529411764
"frozenset({'income(24386.173, 43758.137)', 'current_act_ YES'})",frozenset({'save_act_ YES'}),0.295,0.69,0.20666666666666667,0.7005649717514124,1.0153115532629167,0.0031166666666666842,1.0352830188679247
frozenset({'Married_YES'}),frozenset({'save_act_ YES'}),0.66,0.69,0.46166666666666667,0.6994949494949495,1.0137607963694921,0.006266666666666698,1.0315966386554625
"frozenset({'MALE', 'Married_YES'})",frozenset({'save_act_ YES'}),0.335,0.69,0.23333333333333334,0.6965174129353233,1.0094455259932222,0.0021833333333333427,1.0214754098360654
"frozenset({'income(4956.094, 24386.173)', 'children(0_1)'})",frozenset({'Married_YES'}),0.31833333333333336,0.66,0.22166666666666668,0.6963350785340314,1.055053149293987,0.011566666666666642,1.119655172413793
"frozenset({'current_act_ YES', 'FEMALE'})",frozenset({'save_act_ YES'}),0.38333333333333336,0.69,0.26666666666666666,0.6956521739130435,1.0081915563957153,0.00216666666666665,1.0185714285714287
"frozenset({'mortgage_NO', 'current_act_ YES', 'children(0_1)'})",frozenset({'save_act_ YES'}),0.32166666666666666,0.69,0.22333333333333333,0.694300518134715,1.0062326349778479,0.0013833333333333475,1.0140677966101697
"frozenset({'save_act_ YES', 'INNER_CITY'})",frozenset({'Married_YES'}),0.28833333333333333,0.66,0.2,0.6936416184971099,1.0509721492380453,0.009700000000000014,1.1098113207547173
"frozenset({'income(24386.173, 43758.137)'})",frozenset({'save_act_ YES'}),0.39166666666666666,0.69,0.27166666666666667,0.6936170212765957,1.0052420598211533,0.0014166666666666772,1.0118055555555558
"frozenset({'mortgage_NO', 'children(0_1)'})",frozenset({'Married_YES'}),0.41333333333333333,0.66,0.2866666666666667,0.6935483870967742,1.050830889540567,0.013866666666666694,1.1094736842105264
frozenset({'save_act_ NO'}),frozenset({'children(0_1)'}),0.31,0.6633333333333333,0.215,0.6935483870967741,1.0455503323066946,0.009366666666666662,1.09859649122807
frozenset({'MALE'}),frozenset({'save_act_ YES'}),0.5,0.69,0.3466666666666667,0.6933333333333334,1.0048309178743962,0.0016666666666667052,1.0108695652173916
"frozenset({'Car_NO', 'Married_YES'})",frozenset({'children(0_1)'}),0.33666666666666667,0.6633333333333333,0.23333333333333334,0.693069306930693,1.0448281009005422,0.01001111111111111,1.0968817204301073
frozenset({'INNER_CITY'}),frozenset({'children(0_1)'}),0.4483333333333333,0.6633333333333333,0.31,0.6914498141263941,1.0423866544619005,0.012605555555555592,1.0911244979919679
"frozenset({'current_act_ YES', 'FEMALE'})",frozenset({'mortgage_NO'}),0.38333333333333336,0.6516666666666666,0.265,0.691304347826087,1.0608250861781385,0.015194444444444455,1.1284037558685447
frozenset({'mortgage_NO'}),frozenset({'save_act_ YES'}),0.6516666666666666,0.69,0.45,0.6905370843989771,1.0007783831869235,0.0003500000000000725,1.0017355371900831
"frozenset({'save_act_ YES', 'Married_YES', 'current_act_ YES'})",frozenset({'mortgage_NO'}),0.3433333333333333,0.6516666666666666,0.23666666666666666,0.6893203883495146,1.0577806470836542,0.012927777777777788,1.121197916666667
"frozenset({'mortgage_NO', 'current_act_ YES', 'children(0_1)'})",frozenset({'Married_YES'}),0.32166666666666666,0.66,0.22166666666666668,0.689119170984456,1.0441199560370544,0.009366666666666662,1.0936666666666666
"frozenset({'save_act_ YES', 'Car_YES'})",frozenset({'Married_YES'}),0.34833333333333333,0.66,0.24,0.6889952153110047,1.043932144410613,0.01009999999999997,1.0932307692307688
frozenset({'mortgage_YES'}),frozenset({'save_act_ YES'}),0.34833333333333333,0.69,0.24,0.6889952153110047,0.998543790305804,-0.0003499999999999892,0.9967692307692307
"frozenset({'save_act_ YES', 'pep_YES'})",frozenset({'children(0_1)'}),0.29833333333333334,0.6633333333333333,0.205,0.6871508379888268,1.0359057859128042,0.007105555555555532,1.0761309523809524
"frozenset({'current_act_ YES', 'children(0_1)'})",frozenset({'save_act_ YES'}),0.5,0.69,0.3433333333333333,0.6866666666666666,0.995169082125604,-0.0016666666666666496,0.9893617021276597
frozenset({'FEMALE'}),frozenset({'save_act_ YES'}),0.5,0.69,0.3433333333333333,0.6866666666666666,0.995169082125604,-0.0016666666666666496,0.9893617021276597
"frozenset({'save_act_ YES', 'pep_NO', 'Married_YES'})",frozenset({'mortgage_NO'}),0.2916666666666667,0.6516666666666666,0.2,0.6857142857142857,1.052246985750822,0.009930555555555581,1.1083333333333336
"frozenset({'income(4956.094, 24386.173)'})",frozenset({'Married_YES'}),0.475,0.66,0.325,0.6842105263157895,1.036682615629984,0.01150000000000001,1.0766666666666667
"frozenset({'Married_YES', 'children(0_1)'})",frozenset({'save_act_ YES'}),0.4483333333333333,0.69,0.30666666666666664,0.6840148698884758,0.9913258983890955,-0.0026833333333333154,0.9810588235294119
"frozenset({'save_act_ YES', 'children(0_1)'})",frozenset({'Married_YES'}),0.4483333333333333,0.66,0.30666666666666664,0.6840148698884758,1.0363861664976906,0.010766666666666647,1.0759999999999998
frozenset({'FEMALE'}),frozenset({'mortgage_NO'}),0.5,0.6516666666666666,0.3416666666666667,0.6833333333333333,1.0485933503836318,0.015833333333333366,1.1000000000000003
"frozenset({'income(4956.094, 24386.173)', 'Married_YES'})",frozenset({'mortgage_NO'}),0.325,0.6516666666666666,0.22166666666666668,0.6820512820512821,1.046626008262837,0.009875000000000023,1.0955645161290324
"frozenset({'Married_YES', 'FEMALE'})",frozenset({'children(0_1)'}),0.325,0.6633333333333333,0.22166666666666668,0.6820512820512821,1.0282180131426364,0.0060833333333333295,1.0588709677419355
"frozenset({'income(4956.094, 24386.173)', 'Married_YES'})",frozenset({'children(0_1)'}),0.325,0.6633333333333333,0.22166666666666668,0.6820512820512821,1.0282180131426364,0.0060833333333333295,1.0588709677419355
"frozenset({'Married_YES', 'current_act_ YES', 'children(0_1)'})",frozenset({'save_act_ YES'}),0.33,0.69,0.225,0.6818181818181818,0.9881422924901185,-0.00269999999999998,0.9742857142857143
"frozenset({'save_act_ YES', 'mortgage_NO'})",frozenset({'Married_YES'}),0.45,0.66,0.30666666666666664,0.6814814814814815,1.0325476992143658,0.009666666666666601,1.0674418604651161
frozenset({'Car_NO'}),frozenset({'children(0_1)'}),0.5066666666666667,0.6633333333333333,0.345,0.6809210526315789,1.0265141496958476,0.008911111111111036,1.055120274914089
"frozenset({'MALE', 'children(0_1)'})",frozenset({'Married_YES'}),0.3333333333333333,0.66,0.22666666666666666,0.68,1.0303030303030303,0.006666666666666654,1.0625
"frozenset({'mortgage_NO', 'pep_NO'})",frozenset({'save_act_ YES'}),0.34833333333333333,0.69,0.23666666666666666,0.6794258373205742,0.9846751265515569,-0.0036833333333333163,0.9670149253731345
frozenset({'Married_YES'}),frozenset({'children(0_1)'}),0.66,0.6633333333333333,0.4483333333333333,0.6792929292929292,1.0240596924014007,0.010533333333333283,1.0497637795275587
"frozenset({'Married_YES', 'current_act_ YES'})",frozenset({'mortgage_NO'}),0.48833333333333334,0.6516666666666666,0.33166666666666667,0.6791808873720137,1.0422213105452895,0.013436111111111149,1.085762411347518
"frozenset({'INNER_CITY', 'current_act_ YES'})",frozenset({'children(0_1)'}),0.3416666666666667,0.6633333333333333,0.23166666666666666,0.6780487804878048,1.0221840911876454,0.00502777777777777,1.0457070707070706
"frozenset({'pep_YES', 'current_act_ YES'})",frozenset({'mortgage_NO'}),0.3516666666666667,0.6516666666666666,0.23833333333333334,0.6777251184834123,1.0399873940921929,0.009163888888888916,1.080857843137255
"frozenset({'FEMALE', 'children(0_1)'})",frozenset({'save_act_ YES'}),0.33,0.69,0.22333333333333333,0.6767676767676767,0.9808227199531547,-0.004366666666666658,0.9590624999999999
"frozenset({'MALE', 'Married_YES'})",frozenset({'children(0_1)'}),0.335,0.6633333333333333,0.22666666666666666,0.6766169154228855,1.0200255006375158,0.004449999999999982,1.0410769230769228
"frozenset({'Car_NO', 'current_act_ YES'})",frozenset({'children(0_1)'}),0.39166666666666666,0.6633333333333333,0.265,0.6765957446808512,1.0199935849460067,0.005194444444444446,1.0410087719298249
"frozenset({'Car_NO', 'current_act_ YES'})",frozenset({'save_act_ YES'}),0.39166666666666666,0.69,0.265,0.6765957446808512,0.9805735430157264,-0.005249999999999977,0.9585526315789478
"frozenset({'Car_NO', 'children(0_1)'})",frozenset({'Married_YES'}),0.345,0.66,0.23333333333333334,0.676328502415459,1.024740155174938,0.005633333333333351,1.0504477611940302
frozenset({'children(0_1)'}),frozenset({'Married_YES'}),0.6633333333333333,0.66,0.4483333333333333,0.6758793969849246,1.024059692401401,0.010533333333333283,1.0489922480620153
frozenset({'children(0_1)'}),frozenset({'save_act_ YES'}),0.6633333333333333,0.69,0.4483333333333333,0.6758793969849246,0.9795353579491661,-0.009366666666666634,0.956434108527132
"frozenset({'Married_YES', 'current_act_ YES'})",frozenset({'children(0_1)'}),0.48833333333333334,0.6633333333333333,0.33,0.6757679180887373,1.0187456051589003,0.006072222222222257,1.0383508771929826
"frozenset({'Car_YES', 'children(0_1)'})",frozenset({'Married_YES'}),0.31833333333333336,0.66,0.215,0.675392670157068,1.0233222275107092,0.00489999999999996,1.0474193548387096
"frozenset({'Car_NO', 'mortgage_NO'})",frozenset({'Married_YES'}),0.3283333333333333,0.66,0.22166666666666668,0.6751269035532996,1.0229195508383326,0.004966666666666675,1.0465625000000003
"frozenset({'MALE', 'children(0_1)'})",frozenset({'save_act_ YES'}),0.3333333333333333,0.69,0.225,0.675,0.9782608695652175,-0.004999999999999977,0.9538461538461541
"frozenset({'save_act_ YES', 'Car_YES'})",frozenset({'mortgage_NO'}),0.34833333333333333,0.6516666666666666,0.235,0.6746411483253588,1.0352549590670468,0.008002777777777775,1.0706127450980392
frozenset({'Car_NO'}),frozenset({'save_act_ YES'}),0.5066666666666667,0.69,0.3416666666666667,0.6743421052631579,0.9773073989321129,-0.007933333333333348,0.9519191919191919
"frozenset({'INNER_CITY', 'Married_YES'})",frozenset({'save_act_ YES'}),0.2966666666666667,0.69,0.2,0.6741573033707865,0.9770395701025892,-0.004699999999999982,0.9513793103448277
"frozenset({'mortgage_NO', 'children(0_1)'})",frozenset({'save_act_ YES'}),0.41333333333333333,0.69,0.2783333333333333,0.6733870967741935,0.9759233286582515,-0.006866666666666632,0.9491358024691359
"frozenset({'mortgage_NO', 'FEMALE'})",frozenset({'Married_YES'}),0.3416666666666667,0.66,0.23,0.6731707317073171,1.0199556541019956,0.004500000000000004,1.0402985074626867
"frozenset({'mortgage_NO', 'FEMALE'})",frozenset({'save_act_ YES'}),0.3416666666666667,0.69,0.23,0.6731707317073171,0.9756097560975611,-0.005749999999999977,0.9485074626865675
"frozenset({'save_act_ YES', 'MALE'})",frozenset({'Married_YES'}),0.3466666666666667,0.66,0.23333333333333334,0.673076923076923,1.0198135198135196,0.004533333333333306,1.0399999999999998
"frozenset({'age(50.667, 67.0)'})",frozenset({'save_act_ YES'}),0.3566666666666667,0.69,0.24,0.6728971962616822,0.9752133279154815,-0.006099999999999994,0.9477142857142857
"frozenset({'income(24386.173, 43758.137)'})",frozenset({'children(0_1)'}),0.39166666666666666,0.6633333333333333,0.2633333333333333,0.6723404255319149,1.0135785309526355,0.003527777777777741,1.0274891774891775
"frozenset({'Car_NO', 'current_act_ YES'})",frozenset({'mortgage_NO'}),0.39166666666666666,0.6516666666666666,0.2633333333333333,0.6723404255319149,1.0317244381563913,0.0080972222222222,1.063095238095238
"frozenset({'INNER_CITY', 'children(0_1)'})",frozenset({'Married_YES'}),0.31,0.66,0.20833333333333334,0.6720430107526882,1.0182469859889216,0.0037333333333333385,1.03672131147541
"frozenset({'Married_YES', 'current_act_ YES', 'children(0_1)'})",frozenset({'mortgage_NO'}),0.33,0.6516666666666666,0.22166666666666668,0.6717171717171717,1.0307680384406728,0.006616666666666687,1.0610769230769233
"frozenset({'FEMALE', 'children(0_1)'})",frozenset({'Married_YES'}),0.33,0.66,0.22166666666666668,0.6717171717171717,1.017753290480563,0.003866666666666657,1.0356923076923077
frozenset({'Married_NO'}),frozenset({'save_act_ YES'}),0.34,0.69,0.22833333333333333,0.6715686274509803,0.973287865870986,-0.00626666666666667,0.9438805970149253
"frozenset({'income(4956.094, 24386.173)'})",frozenset({'children(0_1)'}),0.475,0.6633333333333333,0.31833333333333336,0.6701754385964913,1.0103147315524994,0.0032500000000000306,1.020744680851064
